sk_empresa;sk_ramo_atividade;nu_ordem
1827;3491;2
109;3464;2
8603;3472;0
6757;3492;2
8405;3463;1
6757;3493;3
6092;3494;3
6757;3495;0
1816;3463;0
8026;3467;3
6711;3487;3
6650;3463;0
3962;3496;2
1107;3463;4
1056;3497;0
56;3498;4
6940;3499;2
6090;3500;0
3893;3501;0
7406;3502;1
6242;3497;0
1640;3503;1
6242;3498;2
3042;3498;0
7406;3504;2
1702;3505;3
6853;3499;2
9256;3506;0
5225;3507;0
6990;3502;1
6940;3502;1
7935;3507;0
7941;3508;1
4841;3509;1
6639;3510;3
6242;3511;1
9256;3512;1
6853;3508;1
4056;3498;0
7406;3507;0
7941;3502;0
1338;3508;1
847;3513;4
6099;3500;0
8710;3500;0
1338;3502;0
8241;3498;2
3861;3511;1
9717;3508;2
1693;3514;2
3256;3502;1
9833;3502;0
9717;3507;0
9717;3502;1
9833;3499;1
1640;3515;0
2875;3516;2
9717;3498;3
1702;3507;2
7287;3508;1
8711;3499;0
6254;3498;0
4563;3517;3
8252;3508;1
2875;3507;1
3152;3500;0
6745;3498;0
6940;3507;0
2279;3500;0
988;3500;0
8252;3502;0
3830;3498;1
9256;3518;2
4646;3519;1
3256;3520;2
4281;3500;0
2875;3498;3
3861;3497;0
8294;3507;0
4841;3521;0
5225;3502;1
3838;3500;0
7287;3502;0
8817;3498;0
354;3500;0
3646;3511;1
9644;3522;1
758;3498;4
4174;3502;1
758;3518;3
9126;3500;0
3276;3511;1
9644;3523;3
769;3498;4
9863;3498;2
3765;3500;0
7258;3498;0
1957;3502;0
9644;3500;2
9863;3500;1
7025;3497;0
6974;3498;0
1964;3500;0
1609;3524;0
7024;3500;0
7024;3498;1
6695;3499;1
8620;3500;1
7025;3498;2
7709;3497;0
8622;3498;4
7709;3511;1
8620;3525;0
758;3512;2
758;3526;1
758;3497;0
4019;3527;1
2515;3507;0
7025;3511;1
4202;3528;3
3646;3497;0
3799;3529;0
9959;3530;3
1557;3500;0
6361;3524;0
7317;3507;0
7320;3497;0
4174;3507;0
5328;3502;1
5450;3498;0
3976;3507;1
4202;3500;2
1056;3511;1
3276;3497;0
4739;3508;1
5328;3507;0
7320;3511;1
4440;3498;0
6134;3508;0
5807;3500;0
4174;3508;2
3799;3500;1
895;3508;3
895;3502;2
4035;3508;1
895;3498;4
4739;3502;0
6533;3531;0
3741;3532;1
3781;3532;0
1124;3533;3
4424;3532;0
5600;3532;0
9417;3534;0
7818;3535;0
1455;3532;3
1031;3536;0
5154;3532;0
699;3532;0
5156;3537;1
6095;3532;0
7704;3532;0
5156;3534;0
1192;3532;0
9612;3532;0
8176;3532;0
5851;3532;0
9317;3538;2
3224;3532;0
1836;3532;0
7802;3532;0
3506;3532;0
2033;3532;0
8080;3539;0
3057;3540;0
4386;3541;3
5259;3542;0
9842;3534;0
60;3534;0
1065;3532;2
4340;3532;2
7328;3534;0
8855;3532;0
3443;3532;0
9445;3543;0
4897;3534;0
2123;3541;2
2300;3544;0
2115;3536;0
7312;3545;0
6109;3532;0
5251;3534;0
9362;3532;0
6376;3532;0
9367;3532;0
1252;3532;0
4377;3536;0
9039;3532;0
3966;3546;0
6191;3547;0
1240;3546;2
8841;3546;0
1218;3548;1
8154;3549;2
1239;3550;4
2868;3550;1
1161;3550;4
5243;3551;1
4744;3546;0
7146;3552;0
6104;3553;0
9262;3554;1
9258;3555;3
8860;3546;0
7146;3556;2
1792;3557;2
3969;3546;0
1218;3558;0
5596;3559;2
9294;3560;2
6950;3561;0
5596;3562;3
5596;3550;4
1218;3563;3
5599;3547;4
4837;3546;1
8174;3546;0
1792;3550;1
6987;3564;0
1239;3562;3
1792;3562;0
1284;3565;0
1161;3562;3
5525;3551;0
1262;3550;1
1262;3562;0
3932;3566;0
2824;3547;0
6950;3567;1
7138;3568;2
1218;3569;2
8240;3546;0
4021;3546;2
9260;3564;1
1200;3565;0
1201;3546;0
1250;3551;0
9260;3547;0
1720;3570;0
7138;3571;3
5616;3546;0
3543;3566;0
8249;3550;1
1276;3546;3
8249;3562;0
785;3572;1
9262;3573;0
6980;3546;0
8975;3574;0
3938;3566;0
7146;3575;1
1260;3576;0
2824;3564;1
4750;3546;3
2868;3562;0
1275;3547;0
7138;3577;0
7146;3547;3
7138;3578;1
785;3579;2
1776;3546;1
3652;3580;0
5950;3564;1
5847;3581;2
3755;3547;0
5847;3582;0
5950;3547;0
1632;3546;3
1109;3546;1
2913;3583;0
5847;3584;3
5312;3547;0
4246;3546;0
2891;3552;0
3680;3565;1
3759;3558;0
2918;3585;0
2891;3562;3
3680;3551;2
8424;3546;0
2891;3551;2
2891;3556;1
3652;3586;1
2891;3550;4
1457;3546;0
5847;3546;4
9211;3577;0
5307;3550;3
4106;3571;3
4106;3587;1
9211;3584;1
5812;3565;0
5307;3562;2
8641;3562;3
4106;3588;0
8641;3550;4
4106;3584;2
9208;3547;0
8392;3564;2
1042;3565;0
8388;3546;0
8392;3550;1
4117;3547;0
1434;3550;1
1434;3564;2
1426;3565;3
8392;3562;0
1434;3562;0
8386;3589;1
5847;3590;1
8525;3546;0
8525;3564;1
9119;3591;0
9163;3562;3
5915;3546;2
9163;3550;4
9165;3547;0
1540;3547;0
9132;3592;0
5396;3547;1
1496;3546;2
5915;3593;3
3723;3546;0
2905;3594;0
5896;3546;0
5382;3546;0
2913;3551;1
2903;3595;2
2903;3584;1
5915;3596;1
8532;3546;1
9132;3559;1
9157;3546;4
8529;3551;0
9966;3597;1
906;3546;0
5859;3598;2
9966;3599;0
9125;3546;3
8432;3547;0
4214;3547;0
3680;3577;0
1580;3546;0
8574;3546;0
9119;3600;1
5868;3546;0
9125;3601;1
1494;3564;4
9962;3602;0
1494;3562;2
9125;3603;0
1494;3550;3
1485;3604;1
2903;3605;0
9125;3604;2
1485;3606;0
1492;3547;0
8401;3564;0
5725;3546;3
5725;3607;1
1675;3588;0
9246;3608;0
9246;3546;1
5801;3546;0
8283;3584;1
8283;3575;0
4270;3547;4
3592;3551;2
5725;3565;0
2680;3609;1
2758;3610;0
3845;3546;0
1350;3566;0
9031;3611;3
1682;3566;0
6842;3546;0
4075;3546;3
2680;3579;2
9252;3546;3
8703;3583;0
5733;3546;2
6059;3546;0
6082;3566;0
8733;3562;2
1707;3586;1
8733;3550;3
6082;3551;1
1707;3580;0
1106;3565;0
2794;3546;0
6081;3546;0
1095;3577;1
1095;3612;0
9018;3546;3
6077;3546;0
8717;3551;0
1339;3613;1
8715;3546;0
6832;3551;1
8276;3614;0
6832;3565;0
9252;3557;4
9022;3566;0
6078;3547;0
1339;3615;0
5725;3616;2
8341;3617;1
8341;3570;2
1675;3618;1
8666;3619;0
8341;3620;0
8337;3547;0
8668;3621;0
3617;3559;0
8341;3622;3
5305;3550;4
8666;3575;2
8666;3623;3
1416;3546;0
1411;3562;2
1411;3550;3
1416;3564;1
5795;3546;0
2758;3595;3
8666;3559;1
8666;3546;4
8668;3624;2
5305;3562;3
2758;3584;2
1662;3546;4
1065;3547;3
3604;3564;1
6930;3562;0
5466;3566;0
4258;3625;0
1070;3626;3
1080;3627;2
2758;3568;1
4663;3562;0
1358;3562;0
1358;3550;1
4663;3550;1
60;3547;2
3824;3601;2
5303;3546;0
6851;3546;0
8668;3587;1
3824;3628;0
6930;3550;1
6027;3546;0
4814;3629;3
4258;3630;1
3824;3631;1
9434;3550;1
2362;3562;0
4394;3583;0
667;3547;0
9448;3546;0
654;3631;0
2362;3550;1
1968;3546;0
2362;3564;2
3326;3565;4
654;3606;1
4556;3632;0
6707;3546;0
2628;3557;1
7390;3566;0
4635;3550;2
7183;3583;0
9704;3571;1
7464;3633;0
654;3604;2
3007;3566;0
2628;3546;0
1997;3550;1
6398;3634;1
6398;3635;2
7502;3546;1
4526;3636;0
6398;3610;0
9840;3547;1
9840;3551;0
4870;3546;0
5101;3546;3
6398;3604;3
3060;3547;0
4863;3575;0
7191;3562;2
7191;3550;3
6373;3575;0
4549;3615;0
4549;3546;1
5101;3637;2
2353;3547;0
5109;3583;0
1997;3562;0
4388;3583;0
7930;3638;3
9410;3601;2
4896;3557;1
9410;3588;0
9410;3639;1
163;3565;0
9759;3546;0
2987;3635;1
3095;3546;1
4896;3546;0
3002;3546;0
4923;3550;1
1891;3640;2
5159;3546;0
3397;3546;4
1891;3641;1
8011;3547;0
3389;3546;4
117;3642;2
4361;3583;0
2987;3643;0
4923;3564;2
4923;3562;0
7403;3644;2
4939;3550;1
9434;3557;2
4939;3562;0
4564;3565;1
6326;3546;1
6339;3550;1
6339;3562;0
4635;3562;1
6337;3546;0
9434;3562;0
6657;3546;4
2405;3551;2
2405;3565;1
2405;3562;3
117;3552;0
7964;3546;0
5139;3645;0
6314;3546;1
4564;3577;0
5142;3546;2
2405;3550;4
2405;3566;0
3003;3584;0
4615;3646;1
6539;3647;1
3192;3562;2
141;3566;0
9554;3546;3
2242;3547;0
7621;3547;0
525;3562;0
7718;3584;0
3243;3557;2
5005;3562;3
6550;3588;0
5060;3562;0
5060;3564;2
5060;3550;1
6550;3640;1
7833;3610;1
5005;3550;4
516;3550;1
525;3550;1
9541;3547;4
2228;3550;1
9852;3587;1
445;3648;1
6522;3649;1
2143;3562;0
7655;3546;0
4478;3650;2
2521;3631;1
2143;3564;2
9852;3624;2
2523;3566;0
2143;3550;1
6539;3645;0
3192;3550;3
7697;3559;0
5040;3566;0
9567;3546;3
2228;3562;0
9852;3621;0
6522;3651;0
516;3562;0
2226;3551;0
5002;3565;0
4615;3652;0
7823;3546;0
7823;3564;1
7286;3653;2
3150;3571;1
3150;3654;0
6412;3546;4
2283;3546;1
3287;3655;0
3060;3564;1
6553;3551;2
7286;3656;3
7833;3657;0
9704;3658;0
2045;3546;1
7833;3659;3
7833;3646;2
7286;3562;0
4520;3565;2
4520;3660;0
2283;3564;2
3288;3546;2
7286;3550;1
4520;3566;1
7592;3661;0
384;3662;0
6567;3663;2
6567;3664;1
387;3565;0
6556;3551;4
6555;3547;0
9527;3649;0
4420;3546;4
387;3584;1
6433;3546;2
3163;3547;1
2611;3546;0
3274;3665;1
2281;3546;3
7809;3547;0
6425;3562;0
6567;3666;0
9523;3546;0
2283;3577;0
3274;3615;0
6425;3550;1
4874;3547;0
2647;3667;0
9335;3565;2
9335;3584;3
6240;3546;0
7350;3547;2
6240;3557;1
9811;3546;0
4635;3653;3
6223;3546;4
6228;3547;0
757;3546;0
9350;3557;1
6701;3546;4
9335;3546;4
4583;3565;0
6251;3668;1
7160;3562;0
117;3556;3
6251;3669;2
7162;3546;0
717;3613;0
4583;3616;2
1869;3546;3
5178;3547;1
7369;3547;0
6251;3670;0
9350;3546;0
7160;3550;1
4583;3607;1
3464;3568;1
3464;3610;0
7154;3583;0
8100;3546;1
3464;3584;2
3464;3595;3
7332;3546;0
7327;3547;1
7327;3565;0
6201;3547;0
4594;3546;0
4635;3565;0
3463;3671;1
9821;3547;1
116;3547;0
3463;3607;3
3463;3616;4
4635;3656;4
117;3546;4
3463;3556;2
6819;3672;1
3076;3546;0
8096;3588;0
7339;3673;1
6214;3547;0
6701;3671;3
4600;3546;1
3463;3552;0
4598;3674;0
7339;3674;0
7386;3565;1
1876;3675;0
7386;3604;3
711;3564;4
1876;3664;1
711;3546;3
4353;3599;0
7386;3676;2
117;3677;1
7386;3678;0
1880;3546;4
4353;3679;1
1881;3546;1
3460;3680;0
8514;3681;0
65;3680;0
7260;3680;2
9809;3682;1
5663;3683;0
767;3684;0
9809;3684;0
9979;3685;1
4254;3686;0
3425;3680;0
4411;3687;1
7075;3688;0
3451;3680;0
8332;3680;0
3469;3680;0
4472;3685;1
7627;3689;0
7075;3690;1
6741;3691;3
8902;3680;0
6532;3680;0
8167;3692;0
875;3682;1
6822;3682;4
4595;3680;0
8431;3693;0
875;3684;0
8750;3680;0
3411;3694;0
2057;3683;0
4411;3695;0
9644;3696;4
9172;3680;0
311;3682;0
9979;3695;0
764;3681;0
8405;3680;0
7722;3697;1
8302;3698;1
6741;3682;4
4514;3680;0
7652;3680;0
7649;3680;0
159;3699;2
6822;3691;3
1739;3700;2
767;3682;1
9888;3682;0
3221;3701;1
5227;3702;0
3256;3703;3
4647;3704;0
9546;3705;0
1640;3706;2
6940;3707;3
4019;3701;2
5366;3702;0
2537;3701;1
121;3702;0
1991;3708;0
4017;3708;0
3893;3709;2
2113;3702;0
5199;3710;0
5637;3708;0
2338;3708;0
3793;3701;0
1735;3711;0
2309;3702;0
8935;3708;0
4841;3712;2
1155;3702;0
8705;3702;0
3583;3702;0
7598;3701;3
5538;3702;0
5693;3702;0
6639;3713;4
2257;3706;1
4107;3702;0
5983;3714;2
3489;3702;0
5978;3708;4
1001;3708;0
5388;3702;0
2878;3702;0
3893;3715;1
5100;3708;4
9042;3708;0
2030;3702;0
346;3702;0
8732;3708;0
432;3708;0
7163;3716;1
8578;3701;1
1609;3717;1
4678;3718;0
1466;3708;0
4755;3702;0
3975;3702;0
4741;3708;0
3803;3702;0
3774;3708;1
5225;3719;3
350;3702;0
4882;3702;0
2997;3702;0
3828;3702;0
1547;3702;0
4202;3709;4
69;3702;0
6840;3702;0
8294;3708;1
5225;3712;2
2715;3701;0
9883;3702;0
5383;3702;0
2829;3702;0
4841;3713;3
5287;3702;0
2040;3708;0
4569;3702;0
1910;3702;0
7935;3712;1
319;3702;0
7935;3720;2
7590;3721;0
7931;3708;0
3715;3701;3
8625;3722;3
285;3701;3
8052;3702;0
8620;3723;2
1351;3702;0
4903;3702;0
2273;3724;3
7406;3713;3
9173;3725;0
3826;3701;0
2351;3706;0
2495;3702;0
9173;3726;1
5738;3711;0
5677;3727;1
8328;3702;0
5863;3706;0
9123;3702;0
4100;3728;0
4099;3729;1
3986;3728;1
1412;3730;0
2454;3730;0
6547;3731;1
3809;3728;0
3090;3732;2
1149;3728;0
3977;3730;0
6569;3733;1
393;3734;4
4587;3728;1
3978;3730;0
356;3731;0
5771;3735;0
7660;3728;0
4570;3736;0
6578;3737;0
6578;3738;1
4507;3739;1
1058;3728;0
4507;3731;0
8849;3740;0
2273;3741;2
6574;3742;1
6574;3743;0
356;3744;1
2836;3730;2
2877;3728;0
7395;3734;0
7599;3745;1
1150;3732;0
6551;3728;0
2429;3730;0
3951;3728;0
392;3728;0
4907;3740;2
6671;3728;1
1403;3739;3
6988;3740;2
5593;3730;0
8665;3732;3
8840;3730;0
6667;3728;2
1403;3746;1
1403;3747;2
6671;3736;0
2222;3748;3
7640;3749;0
7640;3734;1
2517;3740;0
9614;3728;0
5833;3745;4
9848;3738;1
7336;3728;0
5017;3728;3
9610;3728;0
8615;3732;1
6530;3728;0
8615;3728;0
8621;3750;2
8621;3742;3
8621;3746;1
419;3728;0
9848;3737;0
2227;3736;0
9616;3740;0
5426;3728;0
5429;3745;2
1045;3728;1
5417;3747;1
421;3736;0
5417;3751;0
4000;3738;1
7254;3732;0
1450;3728;2
1450;3751;0
6699;3752;0
8594;3728;0
9601;3730;0
7659;3728;0
4000;3737;0
1450;3753;1
7654;3728;0
7657;3754;2
2185;3755;2
6961;3736;0
2233;3728;2
4158;3730;0
5417;3739;2
4723;3751;0
6963;3756;2
1027;3757;1
1027;3728;2
2185;3739;3
6965;3758;0
4695;3740;0
6965;3759;1
5582;3730;0
2253;3731;0
7276;3728;0
7275;3728;1
3191;3760;0
4492;3761;4
7275;3736;0
7335;3740;0
2811;3728;0
3051;3762;2
8640;3728;1
3800;3728;0
2245;3763;0
5445;3732;0
3987;3728;0
8648;3730;1
6547;3739;2
8147;3728;0
8650;3730;0
4101;3739;1
2253;3739;1
4102;3764;0
8644;3728;0
3051;3765;1
2825;3731;0
3191;3766;1
7624;3732;0
7626;3732;2
3788;3749;1
3784;3728;0
3788;3767;3
3788;3768;2
2825;3739;1
8847;3757;1
2234;3730;0
6538;3728;1
152;3730;0
3788;3743;0
5824;3730;0
7626;3731;0
2471;3728;0
7632;3745;2
9819;3728;0
2834;3728;3
1053;3728;0
1050;3728;1
3791;3728;0
3789;3728;0
7626;3739;1
3049;3728;0
165;3740;2
7626;3734;3
3061;3769;1
1116;3728;0
3912;3734;0
4607;3728;0
8963;3739;1
5553;3728;0
8963;3731;0
1268;3728;0
327;3769;1
4562;3739;1
7461;3730;0
322;3728;0
4562;3731;0
1199;3728;0
1272;3767;3
2361;3770;1
1272;3771;1
4751;3731;0
3916;3740;1
1273;3740;0
9805;3772;1
3061;3751;0
8967;3728;2
9805;3773;2
2441;3728;1
4928;3772;2
9983;3732;2
1129;3728;1
5641;3728;0
9739;3728;0
1194;3728;0
9006;3728;3
1306;3728;1
6684;3736;0
8752;3730;0
3956;3767;2
1306;3736;0
9006;3774;2
3956;3775;1
9836;3751;0
4613;3728;3
4914;3728;0
7471;3739;1
1196;3732;1
9740;3770;1
7471;3731;0
6579;3736;0
1108;3731;0
2492;3728;0
1108;3739;1
7001;3736;0
9740;3728;2
2795;3732;1
1272;3776;2
2412;3730;0
7416;3728;4
2410;3728;0
1267;3777;1
6958;3728;1
4918;3738;3
2433;3736;0
2438;3728;0
3085;3739;1
4928;3773;3
3085;3731;0
1255;3732;0
2870;3751;0
9757;3728;1
4918;3737;2
8859;3728;0
1129;3734;2
4749;3766;1
2417;3740;0
2870;3747;1
4602;3728;0
7416;3770;3
4568;3759;1
4751;3739;1
8975;3732;2
4568;3758;0
8820;3728;4
5524;3728;0
2377;3778;2
5515;3728;1
5624;3749;0
6992;3728;0
5514;3736;0
3103;3740;0
1267;3747;2
5623;3770;1
1267;3739;3
2380;3731;0
3101;3730;0
8813;3728;0
1261;3728;2
9751;3774;1
2870;3739;2
6659;3728;0
1207;3779;0
9751;3737;2
1261;3780;1
9802;3731;0
2380;3739;1
9751;3738;3
1207;3781;1
9802;3739;1
6656;3728;1
7299;3736;0
9972;3782;3
9972;3771;2
7351;3728;0
8833;3736;0
5727;3736;0
7318;3728;0
4521;3740;0
1214;3740;1
5732;3728;2
5480;3728;0
5727;3732;1
5602;3783;2
5489;3732;0
4746;3730;0
1190;3736;0
2816;3728;0
7505;3784;2
6976;3736;0
4701;3731;0
4701;3739;1
9713;3728;1
9711;3730;0
9713;3736;0
3119;3734;1
8708;3774;2
5697;3730;0
3140;3736;0
2286;3730;2
8934;3785;2
9692;3736;0
8686;3728;0
2507;3728;1
9692;3728;1
4980;3734;0
2277;3786;0
4570;3728;1
9814;3740;0
5470;3749;2
4749;3760;0
2302;3755;2
9034;3730;0
4970;3728;0
4579;3764;0
4079;3728;0
8697;3730;0
8900;3787;2
2302;3739;3
1080;3788;4
6675;3736;0
4971;3728;0
3971;3789;4
3971;3728;3
1080;3790;3
2449;3728;1
9014;3739;4
7296;3728;2
7296;3757;1
7505;3791;1
2785;3728;0
5709;3789;2
5712;3728;2
9014;3731;3
2448;3728;2
2782;3730;4
6941;3739;2
4927;3728;1
7316;3736;0
8747;3730;0
5704;3730;1
3888;3730;2
2361;3728;2
5712;3757;1
9737;3734;0
4927;3736;0
2447;3734;0
2448;3742;3
9011;3728;2
6941;3731;1
2788;3730;3
2788;3732;4
2357;3728;0
7294;3728;0
1337;3730;0
2339;3739;3
3871;3743;0
9836;3792;1
2448;3743;1
7504;3740;2
7505;3759;3
6630;3732;1
2339;3791;1
3871;3742;1
2339;3747;2
1316;3728;0
1312;3738;4
9729;3728;1
9729;3736;0
7485;3730;0
6958;3742;2
1312;3737;3
7489;3736;0
1328;3728;2
1136;3749;0
6958;3743;0
5716;3728;0
3872;3728;0
3876;3740;0
4101;3731;0
8324;3728;0
8325;3736;0
6334;3728;0
1663;3747;1
7940;3728;0
9932;3728;0
677;3728;0
6026;3728;1
6324;3751;0
9232;3793;3
1691;3730;0
8317;3728;0
6026;3736;0
2719;3740;1
7176;3728;2
1663;3751;0
3336;3794;0
9445;3734;4
671;3728;1
671;3736;0
9447;3728;0
3627;3728;0
7841;3730;0
9443;3731;0
8334;3728;0
4845;3749;0
6346;3728;1
3622;3728;0
9443;3739;1
3343;3728;0
4847;3730;0
1663;3739;2
3375;3749;3
3375;3795;1
3375;3750;2
8305;3796;1
3601;3730;4
9431;3728;0
4821;3740;0
1683;3728;1
2680;3797;4
2680;3732;3
9918;3730;0
3375;3742;4
4826;3730;0
1676;3728;0
7103;3736;0
1683;3736;0
1671;3732;4
6320;3740;1
1671;3728;3
850;3728;2
6324;3792;1
5138;3736;0
3355;3736;0
9235;3740;1
2685;3736;0
2694;3740;4
3374;3728;0
6312;3728;0
5138;3734;1
7961;3728;0
6845;3728;0
8310;3732;0
851;3741;1
4810;3773;2
9201;3728;1
561;3739;2
559;3760;1
6386;3736;0
1992;3736;0
2618;3770;1
4810;3736;0
3319;3728;0
6862;3728;0
1996;3728;0
561;3751;0
6383;3728;0
7928;3798;0
3317;3728;0
561;3747;1
3295;3728;0
3292;3751;0
8403;3747;2
7845;3730;0
2039;3728;0
4810;3799;1
7844;3728;0
8403;3800;1
6393;3801;2
880;3730;0
557;3802;1
2032;3732;1
8403;3739;3
2026;3803;3
2923;3728;0
555;3745;4
559;3766;2
6367;3766;1
2931;3781;2
2726;3728;0
6367;3760;0
7911;3769;1
1992;3728;1
1956;3740;1
4632;3730;0
3332;3757;1
2931;3804;1
7071;3804;0
3629;3740;1
2624;3728;1
1961;3728;0
7921;3740;0
3629;3736;0
8384;3730;1
1620;3728;0
5981;3728;0
3323;3728;1
1613;3787;3
4625;3728;0
1613;3728;4
1976;3739;2
9877;3732;2
1976;3747;1
5110;3728;0
1976;3751;0
8378;3775;1
1963;3728;0
8378;3767;2
3641;3730;0
9446;3728;1
3455;3805;0
7159;3759;3
8085;3740;0
6816;3732;0
7134;3730;0
800;3732;0
9279;3732;1
3523;3760;1
785;3806;4
1833;3740;0
2955;3739;2
6139;3730;0
8090;3745;2
6248;3736;0
3523;3766;2
6132;3741;0
3429;3740;2
4336;3728;0
3540;3735;0
720;3740;0
6248;3728;1
1742;3730;0
4284;3728;0
4723;3792;1
1843;3736;0
9266;3745;1
7159;3807;2
5205;3730;0
3535;3728;0
6129;3734;0
2649;3808;3
6229;3728;0
768;3809;1
768;3810;2
4636;3728;0
768;3743;0
9293;3728;0
9279;3728;0
768;3759;3
7144;3728;0
8142;3728;0
6199;3728;2
8144;3728;0
3471;3728;0
1805;3811;1
5234;3731;2
1805;3812;0
9898;3728;0
9319;3728;1
5244;3739;1
1787;3759;4
1787;3758;3
1786;3732;0
8099;3730;0
5244;3731;0
3500;3730;1
768;3766;4
8165;3728;0
5234;3739;3
1822;3728;0
1826;3728;0
4311;3740;0
6208;3728;0
8169;3730;0
9278;3732;2
1903;3728;0
9403;3728;0
2643;3747;1
5155;3736;0
8281;3728;0
3409;3792;2
6286;3736;0
2643;3739;2
8006;3736;0
4277;3800;1
4277;3739;3
697;3730;0
2645;3757;1
838;3739;2
6079;3728;0
2643;3751;0
4372;3728;0
6056;3743;1
6056;3728;2
70;3728;0
3376;3728;3
6056;3742;3
6051;3730;4
5848;3749;0
3590;3730;0
7986;3738;1
7986;3737;0
2984;3728;0
4366;3749;0
2955;3731;1
7980;3736;0
9247;3728;1
6294;3732;0
3550;3737;0
6257;3739;4
2961;3728;0
6257;3800;2
3557;3736;0
1704;3741;1
6257;3747;3
6253;3751;0
1729;3728;0
3550;3810;1
838;3731;1
3550;3766;2
6253;3792;1
6260;3728;1
8242;3736;0
1719;3732;1
1889;3740;0
701;3728;0
4277;3734;4
4277;3747;2
2958;3728;0
6829;3792;4
3409;3746;1
6829;3813;3
102;3728;1
4840;3728;0
8253;3730;0
8258;3814;1
707;3728;0
6260;3736;0
8258;3728;2
8258;3815;3
4369;3736;0
7724;3747;1
3734;3730;0
2547;3730;0
3735;3730;1
2751;3739;1
3257;3739;2
7724;3751;0
4437;3728;0
2073;3770;1
2106;3730;1
3257;3751;0
5051;3732;2
5051;3728;1
9131;3816;0
2550;3732;0
3726;3740;0
8528;3792;1
8528;3751;0
9561;3728;1
7714;3728;0
9565;3732;0
8526;3734;2
4172;3732;0
8526;3732;1
1502;3740;0
9559;3728;1
1503;3766;2
8521;3728;3
1004;3751;0
1503;3760;1
2751;3731;0
4173;3732;0
7724;3739;2
3721;3739;1
3721;3731;0
3720;3728;2
9146;3728;1
530;3795;1
3257;3747;1
9146;3736;0
8491;3817;2
2073;3728;2
7049;3792;1
7049;3751;0
4185;3731;1
3267;3730;0
530;3747;2
5375;3732;1
4185;3739;2
8491;3730;1
8505;3731;1
8505;3739;2
1514;3767;4
2098;3751;0
4683;3739;1
1514;3768;3
4795;3732;0
8502;3728;0
8497;3732;0
2555;3818;2
530;3739;3
9142;3728;0
2098;3792;1
1514;3743;2
8499;3728;0
3040;3740;0
5051;3736;0
8573;3730;0
5859;3819;4
1006;3739;1
5859;3730;3
4467;3730;0
9121;3728;1
3748;3728;0
8571;3791;1
2141;3728;0
8570;3728;0
448;3728;1
8571;3739;3
8571;3732;4
2147;3731;0
1467;3728;1
8571;3747;2
5412;3739;1
1021;3749;0
9598;3820;1
4619;3821;3
5414;3736;0
5412;3731;0
5414;3728;1
2167;3740;1
5408;3792;1
2153;3728;0
2149;3730;3
6511;3734;2
1014;3770;2
2147;3739;1
5408;3751;0
6511;3728;1
3754;3728;0
1483;3728;0
144;3728;0
2898;3757;1
4683;3731;0
9576;3749;0
2140;3728;0
7031;3730;1
9573;3822;1
2133;3728;0
3228;3732;0
9569;3823;1
2535;3728;0
5872;3736;0
469;3728;0
7701;3734;1
7701;3728;0
504;3728;0
4166;3740;0
4621;3728;1
2531;3730;0
4163;3824;4
9121;3736;0
5861;3728;1
465;3825;4
5861;3736;0
1478;3740;1
1477;3730;0
4621;3736;0
1004;3792;1
1006;3731;0
6506;3749;1
465;3747;3
3203;3730;0
980;3736;0
1586;3792;2
1586;3746;1
9509;3728;0
1584;3728;0
3283;3731;0
4668;3728;1
5095;3751;0
4211;3728;0
2048;3789;4
5095;3792;1
9175;3736;0
2048;3728;3
7197;3728;1
2735;3728;0
126;3730;0
980;3728;1
4801;3728;2
1559;3732;0
7054;3728;0
3283;3739;1
1570;3757;1
3692;3740;2
6872;3740;0
1570;3728;2
543;3757;1
1594;3734;2
1594;3749;1
6401;3739;2
6401;3731;1
9500;3731;2
3292;3739;2
2041;3739;1
9195;3728;1
2041;3731;0
4668;3734;3
9500;3739;3
4668;3732;2
6870;3787;4
543;3766;4
543;3737;2
2739;3736;0
9181;3740;0
3292;3747;1
5943;3728;0
3678;3796;2
5945;3732;4
9501;3732;0
4418;3749;0
543;3810;3
1591;3826;1
1591;3740;2
6429;3730;0
2562;3728;0
1543;3739;1
5919;3730;0
9159;3728;0
9516;3732;0
1543;3731;0
2563;3736;0
6748;3728;0
7800;3739;1
1548;3732;3
7800;3731;0
4414;3730;0
9516;3734;1
3707;3740;2
3270;3728;0
760;3827;1
5521;3828;0
385;3829;1
385;3830;0
4697;3831;0
9813;3827;0
9726;3832;0
5354;3833;0
9987;3834;1
9746;3835;2
5256;3836;1
5430;3834;2
9617;3834;0
5430;3837;0
4298;3838;3
647;3839;0
756;3833;0
750;3834;0
9240;3827;2
9435;3840;0
4953;3840;0
4951;3827;0
9078;3841;4
9746;3842;3
9845;3843;4
9845;3844;2
9810;3829;0
4051;3845;2
5331;3846;1
4765;3847;0
4623;3848;1
9987;3828;0
4623;3849;2
5224;3829;1
5363;3840;0
1010;3850;1
777;3827;1
4623;3851;4
981;3834;0
9826;3852;0
4001;3853;1
4001;3854;2
1024;3828;0
1092;3847;0
5321;3834;0
5224;3855;0
4328;3856;0
1020;3828;0
9672;3828;0
1030;3857;2
1030;3837;0
8932;3829;0
4526;3827;4
9839;3827;1
9028;3833;3
1030;3828;1
9839;3852;0
9231;3858;1
146;3847;0
4842;3847;0
9828;3859;2
1030;3860;4
4224;3827;1
9828;3861;1
4967;3847;0
4074;3834;0
